1      6.20
2      6.09
3      5.25
4      3.25
5      3.40
6      2.55
7      3.38
8      3.39
9      3.38
10      2.48
11      4.52
12      3.41
13      5.49
14      3.31
15      4.25
16      4.00
17      4.57
18      4.01
19      4.12
20      3.37
21      3.15
22      4.15
23      3.54
24      4.17
25      4.11
26      6.22
27      3.56
